u^2,u^3
0.02073316178491307,0.04746697182018417
-0.06640410951350306,-0.020804381554785725
0.015839514517561593,0.05876698741850854
0.016656515254376114,0.056758334172540385
0.015887123232653066,0.015462488411088167
-0.06815391000855234,-0.020743202830541353
0.021221679977896736,0.04621736020730301
-0.06890765854529152,-0.02136447570426607
0.056375753294199825,-0.0640906665688704
0.05776061271744628,-0.06481574375157309
0.019436159929285546,0.046691181362612584
0.016546975991664256,0.056635596556919576
-0.07110453906610854,-0.02121388438709629
0.020726680682898773,0.0464409315997253
0.01713872362780117,0.045338547968828205
0.018409525307841332,0.015210056998779954
0.015670756622142786,0.015373542274802551
0.01614766734880095,0.05892217458934747
0.020616157223565287,0.04400211403942055
0.05623580676248486,-0.06347068815722647
0.05664558348941908,-0.061604028040192126
0.05465827716592161,-0.06337598575235102
-0.06592511559459639,-0.020712091722842073
0.05817723442703798,-0.06471524378362042
0.017759305085845493,0.015558845251262134
-0.06782907724271958,-0.021457906364245046
-0.06986472443272866,-0.021681588544174315
-0.0694991763448122,-0.020197472363346864
0.053446282306402956,-0.059860921613542166
0.02005084243652945,0.044842322078821995
0.01967736670393061,0.013224842134845384
-0.068348397589395,-0.021014520721310298
0.015500485459417087,0.06052668005476321
0.01793578028632991,0.04307399009140098
-0.06894614575659336,-0.020951431159773368
0.017828648877172105,0.01590334594541648
0.05464500179764889,-0.06299020066313103
0.05170021616983122,-0.06299000255628168
0.013381417619613638,0.014974326382304504
0.017286498003979016,0.05969517895003026
-0.06904422420591622,-0.02126862411815021
-0.06990770427780524,-0.021693523232993214
-0.06959657937141242,-0.020053922115453288
0.05857517341300745,-0.06634684190018417
0.01703742757217445,0.015921605976447272
0.01599193059014,0.01614516596225844
0.0158777259980924,0.05389049478132285
-0.068728578955826,-0.01945775719593534
0.05787043108265232,-0.06530064026291693
0.017683115614964568,0.013313238659494702
0.016475365696942166,0.015471786615604102
0.019597264622518228,0.04573803187993325
0.017330540339420736,0.05899880566227307
0.0159633811889744,0.015438866020284601
0.055864043599297336,-0.06672041240629203
-0.07017698104205877,-0.02048218732490102
0.017258865360358797,0.0543372282985293
0.016021896694022774,0.05855220919507882
-0.06769846450783457,-0.020270642294247344
-0.07036425818298243,-0.020839288975660796
0.017697356831706614,0.01583226832923502
0.014680038850774223,0.056480457680828405
0.014953394735176996,0.05716718657400461
-0.06785991991142408,-0.02125824556286967
-0.06878895701073873,-0.019264838487327667
0.021394952271111115,0.0459753873306965
0.015495849773044561,0.014442021868323565
0.01715075082816679,0.016663009364392398
0.05448033718766988,-0.06332092806407735
0.020783640471162913,0.04646569063419343
-0.07022940458154586,-0.020825402324281102
0.017206616575883085,0.059660246265630365
-0.06904432116086948,-0.020945827849094933
0.05793765844035764,-0.06552924010544754
-0.07036981428527596,-0.020915218516285142
0.057647375877086765,-0.06464675953515571
0.01610349011939276,0.0580585219197892
-0.06921526249280316,-0.02081063726271432
0.014884234010588818,0.015565948848574809
0.020692010265944884,0.047201565307410286
0.017124583902031622,0.018080102855026634
-0.0656170872300857,-0.01864546396008984
0.020055790262711773,0.045094492886933686
0.015506630150661904,0.06020593813074501
-0.0665279345127088,-0.018625588215096547
-0.06813774620759334,-0.021275950352134275
0.017775527919299393,0.01477161230440694
-0.06641269812919023,-0.019550285374291692
-0.06993975391225293,-0.021725178524222455
-0.06842875438516821,-0.01947734305410004
0.018814557826222458,0.04446013247142242
0.05305319624202428,-0.06293108989231891
0.01446959103150145,0.05903032116635767
0.02013181372964457,0.04515124013253491
0.058293679198773714,-0.06574196091268131
0.056191438965628525,-0.06358940899330835
-0.07118133934190632,-0.02117250271116091
0.020100532799720666,0.04487359450775407
0.020759895724400113,0.04741809858879055
0.020217326452098273,0.04464766996404431
0.01964203698964955,0.046664164044636657
-0.06863817272858506,-0.018935955268621164
0.05735887056490267,-0.06354472664679793
0.0560694520282571,-0.06400934003973012
-0.06953577604800779,-0.020530732083212225
0.058463423979105575,-0.0663155330416435
0.015457082480648187,0.05915952047979451
0.016701399790897534,0.06083790864703876
-0.06751608891995427,-0.019878196429550445
-0.0671102238481801,-0.020564880578179654
0.01973139935729928,0.04623616866669704
0.05845787517461248,-0.06675836168124086
-0.06862700476734518,-0.019168136494406997
