u^2,u^3
0.03781343530110737,-0.13583625458292564
0.04622009145089069,-0.13324792828224938
0.054445106199547955,-0.13013827409365014
0.06245689933048911,-0.12651885271875965
0.07022470609944598,-0.12240317628862
0.07771868517772924,-0.117806667213061
0.08491002357468079,-0.11274661025148842
0.09177103832785607,-0.10724209779024167
0.09827527474917304,-0.10131396832971541
0.10439760101281159,-0.09498473820581342
0.11011429886630739,-0.08827852659502276
0.11540315024036704,-0.08122097388039382
0.1202435195257999,-0.0738391534868521
0.12461643127800899,-0.06616147732835181
0.1285046431011389,-0.05821759504614245
0.131892713455689,-0.050038287256531554
0.13476706412563358,-0.04165535306760475
0.13711603707430883,-0.03310149216697065
0.13892994541300546,-0.024410181826250245
0.14020111820278838,-0.015615549212205586
0.14092393880899332,-0.006752239438545415
0.14109487652952316,0.002144720164021366
0.1407125112228549,0.011040059039583872
0.13977755066989345,0.019898405100251388
0.13829284041574125,0.028684428522243528
0.136263365853317,0.037362987011146445
0.1336962463306944,0.04589927187103189
0.13060072108814402,0.05425895418461125
0.12698812685915958,0.06240833038864054
0.12287186700218974,0.0703144665108526
0.11826737206624999,0.0779453403221576
0.11319205173387485,0.08526998065105659
0.10766523812871222,0.09225860310641702
0.1017081205221477,0.09888274146015548
0.09534367152327175,0.10511537395308226
0.08859656488882851,0.1109310438052187
0.08149308514400407,0.11630597323626753
0.07406102926048093,0.12121817033247315
0.06632960069451652,0.12564752813265886
0.058329296144283616,0.1295759153484941
0.05009178544169983,0.1329872581816765
0.04164978504882493,0.13586761275329567
0.03303692568196188,0.13820522771769195
0.0242876146372168,0.1399905966940952
0.015436893438819517,0.1412165002136356
0.0065202914753753,0.14187803694632206
-0.0024263236711643855,0.14197264404162055
-0.011366898464189493,0.14150010648663758
-0.020265347449582825,0.1404625554569121
-0.029085708298254978,0.13886445570572872
-0.03779229704314167,0.13671258210797163
-0.046349862688235904,0.1340159855431396
-0.05472374036227027,0.13078594836856677
-0.06288000219139486,0.127035929797487
-0.0707856050736695,0.12278150155674096
-0.07840853455338227,0.11804027425509783
-0.08571794401501291,0.11283181494483879
-0.09268428844489447,0.10717755640599291
-0.09927945204302209,0.10110069872405217
-0.10547686900767997,0.09462610376781759
-0.11125163686119159,0.08778018320401841
-0.11658062173567392,0.08059078070935177
-0.1214425550926601,0.0730870490585374
-0.12581812140926305,0.06529932277888277
-0.12969003642556123,0.057258987067788716
-0.13304311561243334,0.04899834366975478
-0.1358643325854707,0.04055047440399915
-0.13814286725815061,0.031949103023082605
-0.13987014359545422,0.023228456067281893
-0.1410398568968602,0.014423123359304122
-0.14164799060444502,0.0055679187597316715
-0.1416928226970137,-0.0033022582241632797
-0.14117492179412827,-0.01215255941436507
-0.14009713315401093,-0.020948322994184993
-0.13846455480602005,-0.029655206102950304
-0.13628450411124618,-0.03823931453626266
-0.1335664750933199,-0.04666732913199214
-0.13032208692540145,-0.05490662845959335
-0.12656502399824396,-0.06292540746742464
-0.12231096802796723,-0.07069279177901806
-0.11757752269060892,-0.07817894736422386
-0.1123841312935648,-0.08535518534441948
-0.10675198801170466,-0.0921940617221631
-0.1007039432283363,-0.0986694718544697
-0.09426440352844546,-0.1047567395150479
-0.08745922689398819,-0.11043270041416227
-0.08031561364874011,-0.11567578006516319
-0.07286199369366,-0.12046606590408976
-0.06512791056329562,-0.12478537358311909
-0.05714390281988619,-0.12861730737007201
-0.04894138328497069,-0.13194731459483813
-0.04055251658899228,-0.1347627340896391
-0.03201009549811357,-0.13705283857376666
-0.023347416454750886,-0.1388088709351057
-0.014598154744721072,-0.14002407436073044
-0.005796239679889092,-0.14069371626752233
0.0030242698386951533,-0.14081510598150943
0.011829309035506186,-0.14038760611190207
0.020584929933744073,-0.13941263756303612
0.029257422688575212,-0.137893678125088
