u^2,u^3
-0.0852327756078493,0.11189375810298913
0.059757302090520326,0.06315214008144805
0.010918068273017025,0.10314420613649644
-0.0551468088460536,-0.03695772197314277
-0.07912730762828701,0.11712784928048678
-0.06013230759511034,0.08286923060047291
0.03549906575201314,-0.30868882203119347
-0.21381826254214994,0.020179873013966558
-0.04719848846138213,0.15358846755412764
0.014949261635164548,-0.0017171643472864131
0.011962220212227932,-0.09436828350470641
-0.03680043546459058,0.051872638244386746
0.024399835420261373,0.020512588367355065
0.014351699611885382,-0.06764799543558242
0.04961705935785296,0.14200925550997623
-0.11700693839389817,-0.010891389786754873
0.045157327991694585,0.0643821328648976
0.06883806799524701,0.015917172186847777
0.04639560008601758,0.10434534468666877
-0.05475625161624297,0.06368200919580588
0.12587965303941498,0.02296019023163796
-0.15836334549758233,0.13917572364854774
-0.008446519297306599,-0.10021672938955832
-0.12870109286364076,0.10347341155355427
-0.027590347963100663,-0.04634314567170162
-0.07948158877760213,-0.0631277186305767
-0.061221656403108254,-0.042664429594243714
0.1393472823453567,0.13358892008288778
0.02778193594951482,-0.10489503033878263
0.08263647955425264,0.08643738243130832
-0.11604520269303796,-0.05842230996578057
0.06109028737402204,-0.013766522867442151
0.17569963756778292,0.060080358028163236
0.12005734397050495,-0.06671160025588486
0.009622178224089305,-0.022886099311923237
0.10039251779546175,-0.06603752483381783
-0.12775357643763058,0.06326710842439831
0.14487855370234876,-0.21201219459924195
-0.04318329818386123,-0.11745740547242042
0.17984925564672952,0.125482978960204
-0.016924488920925723,-0.11200637491688258
0.00128796103160706,0.09935996017740682
-0.06508676556503838,-0.0262849008612168
-0.07638935579336212,0.06253024594545915
-0.0053293444571137875,-0.06698243860793189
0.07361206479848632,-0.09530997620763047
0.06888410071566439,-0.03852341288126343
-0.07586367803361548,-0.19703810946646205
0.03877560738273034,0.18831847062794993
0.007959469518621563,-0.22839411498601533
0.06709542174520627,-0.08602253944876438
-0.09632211331946904,0.08183556042992783
0.0662394882643052,0.07509201876411743
0.1388898964968967,0.20227228400656933
0.09020004657957101,0.06542952751513816
0.051448770146404754,-0.08307347466568579
-0.15356021118582128,-0.005308630995374003
0.03660025743161772,0.04738038613879235
0.06981931497962682,-0.16067461894263096
-0.0031722537034515053,-0.05703184604602412
-0.15889861981299117,-0.1067263642878815
0.009354448593303965,-0.017728122489854312
0.10969120750083493,-0.14429684078620258
0.11613908218443131,-0.024756993827498717
-0.15033690292008578,0.03700158280380755
-0.03244058610961195,0.04219502691545825
-0.09222323590660236,-0.06780310628294049
0.007984907708314715,-0.005624420898159717
-0.0005983428725046479,0.06777004744609975
-0.09093657910277761,-0.07822501121870765
-0.06626482558431422,0.09317204108326352
0.21435419950107532,0.1699058391988791
-0.08791634736079923,-0.12312905600785297
-0.01255024069404657,0.10442643852617285
-0.033009044167667506,0.022689200447986706
-0.11934829590245656,0.05925362151284839
-0.14816263643999916,-0.033900899554128325
0.12421841317705262,-0.13284671656587044
0.041026790692142774,0.05695209667869352
-0.044068755682634395,-0.04478669516953947
0.03833366337402656,0.043059608979929685
-0.161266676298289,0.13312409578423842
0.12197550246165455,0.04126613968933499
-0.04923359678219864,0.08835707554138188
0.12090780623135133,-0.017781035932298805
-0.041353178936097856,-0.07133540043489196
0.12149154894886897,-0.04894005387329179
0.07625725610911738,-0.12336791677098806
-0.2377851495307267,-0.09106289530288396
0.20212235511688642,-0.004515385941753655
0.046443059813221645,-0.04626515792975957
0.13896273354855282,0.10237536859497609
0.10073977972769733,-0.0062540298757850716
-0.04933174324316607,-0.182431031116391
-0.14902803860506564,0.03576534815625589
-0.14160951020166782,-0.10714141128057982
0.18628630633354426,0.10945939003889622
-0.218084095422179,0.19354952775168963
0.07707722476839025,-0.07763069323148193
-0.036158501649471694,0.07632812287276364
